FIPS,Census_Division
31081,West North Central
31083,West North Central
31085,West North Central
31087,West North Central
31089,West North Central
31091,West North Central
31093,West North Central
31095,West North Central
31097,West North Central
31099,West North Central
31101,West North Central
31103,West North Central
31105,West North Central
31107,West North Central
31109,West North Central
31111,West North Central
31113,West North Central
31115,West North Central
31117,West North Central
31119,West North Central
31121,West North Central
31123,West North Central
31125,West North Central
31127,West North Central
31129,West North Central
31131,West North Central
31133,West North Central
31135,West North Central
31137,West North Central
31139,West North Central
31141,West North Central
31143,West North Central
31145,West North Central
31147,West North Central
31149,West North Central
31151,West North Central
31153,West North Central
31155,West North Central
31157,West North Central
31159,West North Central
31161,West North Central
31163,West North Central
31165,West North Central
31167,West North Central
31169,West North Central
31171,West North Central
31173,West North Central
31175,West North Central
31177,Mountain
31179,Mountain
31181,Mountain
31183,Mountain
31185,Mountain
32001,Mountain
32003,Mountain
32005,Mountain
32007,Mountain
32009,Mountain
32011,Mountain
32013,Mountain
32015,Mountain
32017,Mountain
32019,Mountain
32021,Mountain
32023,Mountain
32027,New England
32029,New England
32031,New England
32033,New England
32510,New England
33001,New England
33003,New England
33005,New England
33007,New England
33009,New England
33011,Middle Atlantic
33013,Middle Atlantic
33015,Middle Atlantic
33017,Middle Atlantic
33019,Middle Atlantic
34001,Middle Atlantic
34003,Middle Atlantic
34005,Middle Atlantic
34007,Middle Atlantic
34009,Middle Atlantic
34011,Middle Atlantic
34013,Middle Atlantic
34015,Middle Atlantic
34017,Middle Atlantic
34019,Middle Atlantic
34021,Middle Atlantic
34023,Middle Atlantic
34025,Middle Atlantic
34027,Middle Atlantic
34029,Middle Atlantic
34031,Middle Atlantic
34033,Mountain
34035,Mountain
34037,Mountain
34039,Mountain
34041,Mountain
35001,Mountain
35003,Mountain
35005,Mountain
35006,Mountain
35007,Mountain
35009,Mountain
35011,Mountain
35013,Mountain
35015,Mountain
35017,Mountain
35019,Mountain
35021,Mountain
35023,Mountain
35025,Mountain
35027,Mountain
35028,Mountain
35029,Mountain
35031,Mountain
35033,Mountain
35035,Mountain
35037,Mountain
35039,Mountain
35041,Mountain
35043,Mountain
35045,Mountain
35047,Mountain
35049,Mountain
35051,Mountain
35053,Middle Atlantic
35055,Middle Atlantic
35057,Middle Atlantic
35059,Middle Atlantic
35061,Middle Atlantic
36001,Middle Atlantic
36003,Middle Atlantic
36005,Middle Atlantic
36007,Middle Atlantic
36009,Middle Atlantic
36011,Middle Atlantic
36013,Middle Atlantic
36015,Middle Atlantic
36017,Middle Atlantic
36019,Middle Atlantic
36021,Middle Atlantic
36023,Middle Atlantic
36025,Middle Atlantic
36027,Middle Atlantic
36029,Middle Atlantic
36031,Middle Atlantic
36033,Middle Atlantic
36035,Middle Atlantic
36037,Middle Atlantic
36039,Middle Atlantic
36041,Middle Atlantic
36043,Middle Atlantic
36045,Middle Atlantic
36047,Middle Atlantic
36049,Middle Atlantic
36051,Middle Atlantic
36053,Middle Atlantic
36055,Middle Atlantic
36057,Middle Atlantic
36059,Middle Atlantic
36061,Middle Atlantic
36063,Middle Atlantic
36065,Middle Atlantic
36067,Middle Atlantic
36069,Middle Atlantic
36071,Middle Atlantic
36073,Middle Atlantic
36075,Middle Atlantic
36077,Middle Atlantic
36079,Middle Atlantic
36081,Middle Atlantic
36083,Middle Atlantic
36085,Middle Atlantic
36087,Middle Atlantic
36089,Middle Atlantic
36091,Middle Atlantic
36093,Middle Atlantic
36095,Middle Atlantic
36097,Middle Atlantic
36099,Middle Atlantic
36101,Middle Atlantic
36103,Middle Atlantic
36105,Middle Atlantic
36107,Middle Atlantic
36109,Middle Atlantic
36111,Middle Atlantic
36113,Middle Atlantic
36115,South Atlantic
36117,South Atlantic
36119,South Atlantic
36121,South Atlantic
36123,South Atlantic
37001,South Atlantic
37003,South Atlantic
37005,South Atlantic
37007,South Atlantic
37009,South Atlantic
37011,South Atlantic
37013,South Atlantic
37015,South Atlantic
37017,South Atlantic
37019,South Atlantic
37021,South Atlantic
37023,South Atlantic
37025,South Atlantic
37027,South Atlantic
37029,South Atlantic
37031,South Atlantic
37033,South Atlantic
37035,South Atlantic
37037,South Atlantic
37039,South Atlantic
37041,South Atlantic
37043,South Atlantic
37045,South Atlantic
37047,South Atlantic
37049,South Atlantic
37051,South Atlantic
37053,South Atlantic
37055,South Atlantic
37057,South Atlantic
37059,South Atlantic
37061,South Atlantic
37063,South Atlantic
37065,South Atlantic
37067,South Atlantic
37069,South Atlantic
37071,South Atlantic
37073,South Atlantic
37075,South Atlantic
37077,South Atlantic
37079,South Atlantic
37081,South Atlantic
37083,South Atlantic
37085,South Atlantic
37087,South Atlantic
37089,South Atlantic
37091,South Atlantic
37093,South Atlantic
37095,South Atlantic
37097,South Atlantic
37099,South Atlantic
37101,South Atlantic
37103,South Atlantic
37105,South Atlantic
37107,South Atlantic
37109,South Atlantic
37111,South Atlantic
37113,South Atlantic
37115,South Atlantic
37117,South Atlantic
37119,South Atlantic
37121,South Atlantic
37123,South Atlantic
37125,South Atlantic
37127,South Atlantic
37129,South Atlantic
37131,South Atlantic
37133,South Atlantic
37135,South Atlantic
37137,South Atlantic
37139,South Atlantic
37141,South Atlantic
37143,South Atlantic
37145,South Atlantic
37147,South Atlantic
37149,South Atlantic
37151,South Atlantic
37153,South Atlantic
37155,South Atlantic
37157,South Atlantic
37159,South Atlantic
37161,South Atlantic
37163,South Atlantic
37165,South Atlantic
37167,South Atlantic
37169,South Atlantic
37171,South Atlantic
37173,South Atlantic
37175,South Atlantic
37177,South Atlantic
37179,South Atlantic
37181,South Atlantic
37183,South Atlantic
37185,South Atlantic
37187,South Atlantic
37189,South Atlantic
37191,West North Central
37193,West North Central
37195,West North Central
37197,West North Central
37199,West North Central
38001,West North Central
38003,West North Central
38005,West North Central
38007,West North Central
38009,West North Central
38011,West North Central
38013,West North Central
38015,West North Central
38017,West North Central
38019,West North Central
38021,West North Central
38023,West North Central
38025,West North Central
38027,West North Central
38029,West North Central
38031,West North Central
38033,West North Central
38035,West North Central
38037,West North Central
38039,West North Central
38041,West North Central
38043,West North Central
38045,West North Central
38047,West North Central
38049,West North Central
38051,West North Central
38053,West North Central
38055,West North Central
38057,West North Central
38059,West North Central
38061,West North Central
38063,West North Central
38065,West North Central
38067,West North Central
38069,West North Central
38071,West North Central
38073,West North Central
38075,West North Central
38077,West North Central
38079,West North Central
38081,West North Central
38083,West North Central
38085,West North Central
38087,West North Central
38089,West North Central
38091,West North Central
38093,West North Central
38095,West North Central
38097,East North Central
38099,East North Central
38101,East North Central
38103,East North Central
38105,East North Central
39001,East North Central
39003,East North Central
39005,East North Central
39007,East North Central
39009,East North Central
39011,East North Central
39013,East North Central
39015,East North Central
39017,East North Central
39019,East North Central
39021,East North Central
39023,East North Central
39025,East North Central
39027,East North Central
39029,East North Central
39031,East North Central
39033,East North Central
39035,East North Central
39037,East North Central
39039,East North Central
39041,East North Central
39043,East North Central
39045,East North Central
39047,East North Central
39049,East North Central
39051,East North Central
39053,East North Central
39055,East North Central
39057,East North Central
39059,East North Central
39061,East North Central
39063,East North Central
39065,East North Central
39067,East North Central
39069,East North Central
39071,East North Central
39073,East North Central
39075,East North Central
39077,East North Central
39079,East North Central
39081,East North Central
39083,East North Central
39085,East North Central
39087,East North Central
39089,East North Central
39091,East North Central
39093,East North Central
39095,East North Central
39097,East North Central
39099,East North Central
39101,East North Central
39103,East North Central
39105,East North Central
39107,East North Central
39109,East North Central
39111,East North Central
39113,East North Central
39115,East North Central
39117,East North Central
39119,East North Central
39121,East North Central
39123,East North Central
39125,East North Central
39127,East North Central
39129,East North Central
39131,East North Central
39133,East North Central
39135,East North Central
39137,East North Central
39139,East North Central
39141,East North Central
39143,East North Central
39145,East North Central
39147,East North Central
39149,East North Central
39151,East North Central
39153,East North Central
39155,East North Central
39157,East North Central
39159,East North Central
39161,East North Central
39163,East North Central
39165,East North Central
39167,West South Central
39169,West South Central
39171,West South Central
39173,West South Central
39175,West South Central
40001,West South Central
40003,West South Central
40005,West South Central
40007,West South Central
40009,West South Central
40011,West South Central
40013,West South Central
40015,West South Central
40017,West South Central
40019,West South Central
40021,West South Central
40023,West South Central
40025,West South Central
40027,West South Central
40029,West South Central
40031,West South Central
40033,West South Central
40035,West South Central
40037,West South Central
40039,West South Central
40041,West South Central
40043,West South Central
40045,West South Central
40047,West South Central
40049,West South Central
40051,West South Central
40053,West South Central
40055,West South Central
40057,West South Central
40059,West South Central
40061,West South Central
40063,West South Central
40065,West South Central
40067,West South Central
40069,West South Central
40071,West South Central
40073,West South Central
40075,West South Central
40077,West South Central
40079,West South Central
40081,West South Central
40083,West South Central
40085,West South Central
40087,West South Central
40089,West South Central
40091,West South Central
40093,West South Central
40095,West South Central
40097,West South Central
40099,West South Central
40101,West South Central
40103,West South Central
40105,West South Central
40107,West South Central
40109,West South Central
40111,West South Central
40113,West South Central
40115,West South Central
40117,West South Central
40119,West South Central
40121,West South Central
40123,West South Central
40125,West South Central
40127,West South Central
40129,West South Central
40131,West South Central
40133,West South Central
40135,West South Central
40137,West South Central
40139,West South Central
40141,West South Central
40143,West South Central
40145,Pacific
40147,Pacific
40149,Pacific
40151,Pacific
40153,Pacific
41001,Pacific
41003,Pacific
41005,Pacific
41007,Pacific
41009,Pacific
41011,Pacific
41013,Pacific
41015,Pacific
41017,Pacific
41019,Pacific
41021,Pacific
41023,Pacific
41025,Pacific
41027,Pacific
41029,Pacific
41031,Pacific
41033,Pacific
41035,Pacific
41037,Pacific
41039,Pacific
41041,Pacific
41043,Pacific
41045,Pacific
41047,Pacific
41049,Pacific
41051,Pacific
41053,Pacific
41055,Pacific
41057,Pacific
41059,Pacific
41061,Pacific
41063,Middle Atlantic
41065,Middle Atlantic
41067,Middle Atlantic
41069,Middle Atlantic
41071,Middle Atlantic
42001,Middle Atlantic
42003,Middle Atlantic
42005,Middle Atlantic
42007,Middle Atlantic
42009,Middle Atlantic
42011,Middle Atlantic
42013,Middle Atlantic
42015,Middle Atlantic
42017,Middle Atlantic
42019,Middle Atlantic
42021,Middle Atlantic
42023,Middle Atlantic
42025,Middle Atlantic
42027,Middle Atlantic
42029,Middle Atlantic
42031,Middle Atlantic
42033,Middle Atlantic
42035,Middle Atlantic
42037,Middle Atlantic
42039,Middle Atlantic
42041,Middle Atlantic
42043,Middle Atlantic
42045,Middle Atlantic
42047,Middle Atlantic
42049,Middle Atlantic
42051,Middle Atlantic
42053,Middle Atlantic
42055,Middle Atlantic
42057,Middle Atlantic
42059,Middle Atlantic
42061,Middle Atlantic
42063,Middle Atlantic
42065,Middle Atlantic
42067,Middle Atlantic
42069,Middle Atlantic
42071,Middle Atlantic
42073,Middle Atlantic
42075,Middle Atlantic
42077,Middle Atlantic
42079,Middle Atlantic
42081,Middle Atlantic
42083,Middle Atlantic
42085,Middle Atlantic
42087,Middle Atlantic
42089,Middle Atlantic
42091,Middle Atlantic
42093,Middle Atlantic
42095,Middle Atlantic
42097,Middle Atlantic
42099,Middle Atlantic
42101,Middle Atlantic
42103,Middle Atlantic
42105,Middle Atlantic
42107,Middle Atlantic
42109,Middle Atlantic
42111,Middle Atlantic
42113,Middle Atlantic
42115,Middle Atlantic
42117,Middle Atlantic
42119,Middle Atlantic
42121,Middle Atlantic
42123,Middle Atlantic
42125,New England
42127,New England
42129,New England
42131,New England
42133,New England
44001,South Atlantic
44003,South Atlantic
44005,South Atlantic
44007,South Atlantic
44009,South Atlantic
45001,South Atlantic
45003,South Atlantic
45005,South Atlantic
45007,South Atlantic
45009,South Atlantic
45011,South Atlantic
45013,South Atlantic
45015,South Atlantic
45017,South Atlantic
45019,South Atlantic
45021,South Atlantic
45023,South Atlantic
45025,South Atlantic
45027,South Atlantic
45029,South Atlantic
45031,South Atlantic
45033,South Atlantic
45035,South Atlantic
45037,South Atlantic
45039,South Atlantic
45041,South Atlantic
45043,South Atlantic
45045,South Atlantic
45047,South Atlantic
45049,South Atlantic
45051,South Atlantic
45053,South Atlantic
45055,South Atlantic
45057,South Atlantic
45059,South Atlantic
45061,South Atlantic
45063,South Atlantic
45065,South Atlantic
45067,South Atlantic
45069,South Atlantic
45071,South Atlantic
45073,South Atlantic
45075,South Atlantic
45077,South Atlantic
45079,South Atlantic
45081,South Atlantic
45083,West North Central
45085,West North Central
45087,West North Central
45089,West North Central
45091,West North Central
46003,West North Central
46005,West North Central
46007,West North Central
46009,West North Central
46011,West North Central
46013,West North Central
46015,West North Central
46017,West North Central
46019,West North Central
46021,West North Central
46023,West North Central
46025,West North Central
46027,West North Central
46029,West North Central
46031,West North Central
46033,West North Central
46035,West North Central
46037,West North Central
46039,West North Central
46041,West North Central
46043,West North Central
46045,West North Central
46047,West North Central
46049,West North Central
46051,West North Central
46053,West North Central
46055,West North Central
46057,West North Central
46059,West North Central
46061,West North Central
46063,West North Central
46065,West North Central
46067,West North Central
46069,West North Central
46071,West North Central
46073,West North Central
46075,West North Central
46077,West North Central
46079,West North Central
46081,West North Central
46083,West North Central
46085,West North Central
46087,West North Central
46089,West North Central
46091,West North Central
46093,West North Central
46095,West North Central
46097,West North Central
46099,West North Central
46101,West North Central
46102,West North Central
46103,West North Central
46105,West North Central
46107,West North Central
46109,West North Central
46111,West North Central
46113,West North Central
46115,West North Central
46117,West North Central
46119,West North Central
46121,West North Central
46123,East South Central
46125,East South Central
46127,East South Central
46129,East South Central
46135,East South Central
46137,East South Central
47001,East South Central
47003,East South Central
47005,East South Central
47007,East South Central
47009,East South Central
47011,East South Central
47013,East South Central
47015,East South Central
47017,East South Central
47019,East South Central
47021,East South Central
47023,East South Central
47025,East South Central
47027,East South Central
47029,East South Central
47031,East South Central
47033,East South Central
47035,East South Central
47037,East South Central
47039,East South Central
47041,East South Central
47043,East South Central
47045,East South Central
47047,East South Central
47049,East South Central
47051,East South Central
47053,East South Central
47055,East South Central
47057,East South Central
47059,East South Central
47061,East South Central
47063,East South Central
47065,East South Central
47067,East South Central
47069,East South Central
47071,East South Central
47073,East South Central
47075,East South Central
47077,East South Central
47079,East South Central
47081,East South Central
47083,East South Central
47085,East South Central
47087,East South Central
47089,East South Central
47091,East South Central
47093,East South Central
47095,East South Central
47097,East South Central
47099,East South Central
47101,East South Central
47103,East South Central
47105,East South Central
47107,East South Central
47109,East South Central
47111,East South Central
47113,East South Central
47115,East South Central
47117,East South Central
47119,East South Central
47121,East South Central
47123,East South Central
47125,East South Central
47127,East South Central
47129,East South Central
47131,East South Central
47133,East South Central
47135,East South Central
47137,East South Central
47139,East South Central
47141,East South Central
47143,East South Central
47145,East South Central
47147,East South Central
47149,East South Central
47151,East South Central
47153,East South Central
47155,East South Central
47157,East South Central
47159,East South Central
47161,East South Central
47163,East South Central
47165,East South Central
47167,East South Central
47169,East South Central
47171,East South Central
47173,East South Central
47175,East South Central
47177,East South Central
47179,West South Central
47181,West South Central
47183,West South Central
47185,West South Central
47187,West South Central
47189,West South Central
48001,West South Central
48003,West South Central
48005,West South Central
48007,West South Central
48009,West South Central
48011,West South Central
48013,West South Central
48015,West South Central
48017,West South Central
48019,West South Central
48021,West South Central
48023,West South Central
48025,West South Central
48027,West South Central
48029,West South Central
48031,West South Central
48033,West South Central
48035,West South Central
48037,West South Central
48039,West South Central
48041,West South Central
48043,West South Central
48045,West South Central
48047,West South Central
48049,West South Central
48051,West South Central
48053,West South Central
48055,West South Central
48057,West South Central
48059,West South Central
48061,West South Central
48063,West South Central
48065,West South Central
48067,West South Central
48069,West South Central
48071,West South Central
48073,West South Central
48075,West South Central
48077,West South Central
48079,West South Central
48081,West South Central
48083,West South Central
48085,West South Central
48087,West South Central
48089,West South Central
48091,West South Central
48093,West South Central
48095,West South Central
48097,West South Central
48099,West South Central
48101,West South Central
48103,West South Central
48105,West South Central
48107,West South Central
48109,West South Central
48111,West South Central
48113,West South Central
48115,West South Central
48117,West South Central
48119,West South Central
48121,West South Central
48123,West South Central
48125,West South Central
48127,West South Central
48129,West South Central
48131,West South Central
48133,West South Central
48135,West South Central
48137,West South Central
48139,West South Central
48141,West South Central
48143,West South Central
48145,West South Central
48147,West South Central
48149,West South Central
48151,West South Central
48153,West South Central
48155,West South Central
48157,West South Central
48159,West South Central
48161,West South Central
48163,West South Central
48165,West South Central
48167,West South Central
48169,West South Central
48171,West South Central
48173,West South Central
48175,West South Central
48177,West South Central
48179,West South Central
48181,West South Central
48183,West South Central
48185,West South Central
48187,West South Central
48189,West South Central
48191,West South Central
48193,West South Central
48195,West South Central
48197,West South Central
48199,West South Central
48201,West South Central
48203,West South Central
48205,West South Central
48207,West South Central
48209,West South Central
48211,West South Central
48213,West South Central
48215,West South Central
48217,West South Central
48219,West South Central
48221,West South Central
48223,West South Central
48225,West South Central
48227,West South Central
48229,West South Central
48231,West South Central
48233,West South Central
48235,West South Central
48237,West South Central
48239,West South Central
48241,West South Central
48243,West South Central
48245,West South Central
48247,West South Central
48249,West South Central
48251,West South Central
48253,West South Central
48255,West South Central
48257,West South Central
48259,West South Central
48261,West South Central
48263,West South Central
48265,West South Central
48267,West South Central
48269,West South Central
48271,West South Central
48273,West South Central
48275,West South Central
48277,West South Central
48279,West South Central
48281,West South Central
48283,West South Central
48285,West South Central
48287,West South Central
48289,West South Central
48291,West South Central
48293,West South Central
48295,West South Central
48297,West South Central
48299,West South Central
48301,West South Central
48303,West South Central
48305,West South Central
48307,West South Central
48309,West South Central
48311,West South Central
48313,West South Central
48315,West South Central
48317,West South Central
48319,West South Central
48321,West South Central
48323,West South Central
48325,West South Central
48327,West South Central
48329,West South Central
48331,West South Central
48333,West South Central
48335,West South Central
48337,West South Central
48339,West South Central
48341,West South Central
48343,West South Central
48345,West South Central
48347,West South Central
48349,West South Central
48351,West South Central
48353,West South Central
48355,West South Central
48357,West South Central
48359,West South Central
48361,West South Central
48363,West South Central
48365,West South Central
48367,West South Central
48369,West South Central
48371,West South Central
48373,West South Central
48375,West South Central
48377,West South Central
48379,West South Central
48381,West South Central
48383,West South Central
48385,West South Central
48387,West South Central
48389,West South Central
48391,West South Central
48393,West South Central
48395,West South Central
48397,West South Central
48399,West South Central
48401,West South Central
48403,West South Central
48405,West South Central
48407,West South Central
48409,West South Central
48411,West South Central
48413,West South Central
48415,West South Central
48417,West South Central
48419,West South Central
48421,West South Central
48423,West South Central
48425,West South Central
48427,West South Central
48429,West South Central
48431,West South Central
48433,West South Central
48435,West South Central
48437,West South Central
48439,West South Central
48441,West South Central
48443,West South Central
48445,West South Central
48447,West South Central
48449,West South Central
48451,West South Central
48453,West South Central
48455,West South Central
48457,West South Central
48459,West South Central
48461,West South Central
48463,West South Central
48465,West South Central
48467,West South Central
48469,West South Central
48471,West South Central
48473,West South Central
48475,West South Central
48477,West South Central
48479,West South Central
48481,West South Central
48483,West South Central
48485,West South Central
48487,West South Central
48489,West South Central
48491,West South Central
48493,West South Central
48495,West South Central
48497,Mountain
48499,Mountain
48501,Mountain
48503,Mountain
48505,Mountain
48507,Mountain
49001,Mountain
49003,Mountain
49005,Mountain
49007,Mountain
49009,Mountain
49011,Mountain
49013,Mountain
49015,Mountain
49017,Mountain
49019,Mountain
49021,Mountain
49023,Mountain
49025,Mountain
49027,Mountain
49029,Mountain
49031,Mountain
49033,Mountain
49035,Mountain
49037,Mountain
49039,Mountain
49041,Mountain
49043,Mountain
49045,Mountain
49047,New England
49049,New England
49051,New England
49053,New England
49055,New England
49057,New England
50001,New England
50003,New England
50005,New England
50007,New England
50009,New England
50011,New England
50013,New England
50015,New England
50017,South Atlantic
50019,South Atlantic
50021,South Atlantic
50023,South Atlantic
50025,South Atlantic
50027,South Atlantic
51001,South Atlantic
51003,South Atlantic
51005,South Atlantic
51007,South Atlantic
51009,South Atlantic
51011,South Atlantic
51013,South Atlantic
51015,South Atlantic
51017,South Atlantic
51019,South Atlantic
51021,South Atlantic
51023,South Atlantic
51025,South Atlantic
51027,South Atlantic
51029,South Atlantic
51031,South Atlantic
51033,South Atlantic
51035,South Atlantic
51036,South Atlantic
51037,South Atlantic
51041,South Atlantic
51043,South Atlantic
51045,South Atlantic
51047,South Atlantic
51049,South Atlantic
51051,South Atlantic
51053,South Atlantic
51057,South Atlantic
51059,South Atlantic
51061,South Atlantic
51063,South Atlantic
51065,South Atlantic
51067,South Atlantic
51069,South Atlantic
51071,South Atlantic
51073,South Atlantic
51075,South Atlantic
51077,South Atlantic
51079,South Atlantic
51081,South Atlantic
51083,South Atlantic
51085,South Atlantic
51087,South Atlantic
51089,South Atlantic
51091,South Atlantic
51093,South Atlantic
51095,South Atlantic
51097,South Atlantic
51099,South Atlantic
51101,South Atlantic
51103,South Atlantic
51105,South Atlantic
51107,South Atlantic
51109,South Atlantic
51111,South Atlantic
51113,South Atlantic
51115,South Atlantic
51117,South Atlantic
51119,South Atlantic
51121,South Atlantic
51125,South Atlantic
51127,South Atlantic
51131,South Atlantic
51133,South Atlantic
51135,South Atlantic
51137,South Atlantic
51139,South Atlantic
51141,South Atlantic
51143,South Atlantic
51145,South Atlantic
51147,South Atlantic
51149,South Atlantic
51153,South Atlantic
51155,South Atlantic
51157,South Atlantic
51159,South Atlantic
51161,South Atlantic
51163,South Atlantic
51165,South Atlantic
51167,South Atlantic
51169,South Atlantic
51171,South Atlantic
51173,South Atlantic
51175,South Atlantic
51177,South Atlantic
51179,South Atlantic
51181,South Atlantic
51183,South Atlantic
51185,South Atlantic
51187,South Atlantic
51191,South Atlantic
51193,South Atlantic
51195,South Atlantic
51197,South Atlantic
51199,South Atlantic
51510,South Atlantic
51515,South Atlantic
51520,South Atlantic
51530,South Atlantic
51540,South Atlantic
51550,South Atlantic
51570,South Atlantic
51580,South Atlantic
51590,South Atlantic
51595,South Atlantic
51600,South Atlantic
51610,South Atlantic
51620,South Atlantic
51630,South Atlantic
51640,South Atlantic
51650,South Atlantic
51660,South Atlantic
51670,South Atlantic
51678,South Atlantic
51680,South Atlantic
51683,South Atlantic
51685,South Atlantic
51690,South Atlantic
51700,South Atlantic
51710,South Atlantic
51720,South Atlantic
51730,South Atlantic
51735,South Atlantic
51740,South Atlantic
51750,South Atlantic
51760,South Atlantic
51770,South Atlantic
51775,South Atlantic
51790,Pacific
51800,Pacific
51810,Pacific
51820,Pacific
51830,Pacific
51840,Pacific
53001,Pacific
53003,Pacific
53005,Pacific
53007,Pacific
53009,Pacific
53011,Pacific
53013,Pacific
53015,Pacific
53017,Pacific
53019,Pacific
53021,Pacific
53023,Pacific
53025,Pacific
53027,Pacific
53029,Pacific
53031,Pacific
53033,Pacific
53035,Pacific
53037,Pacific
53039,Pacific
53041,Pacific
53043,Pacific
53045,Pacific
53047,Pacific
53049,Pacific
53051,Pacific
53053,Pacific
53055,Pacific
53057,Pacific
53059,Pacific
53061,Pacific
53063,Pacific
53065,Pacific
53067,South Atlantic
53069,South Atlantic
53071,South Atlantic
53073,South Atlantic
53075,South Atlantic
53077,South Atlantic
54001,South Atlantic
54003,South Atlantic
54005,South Atlantic
54007,South Atlantic
54009,South Atlantic
54011,South Atlantic
54013,South Atlantic
54015,South Atlantic
54017,South Atlantic
54019,South Atlantic
54021,South Atlantic
54023,South Atlantic
54025,South Atlantic
54027,South Atlantic
54029,South Atlantic
54031,South Atlantic
54033,South Atlantic
54035,South Atlantic
54037,South Atlantic
54039,South Atlantic
54041,South Atlantic
54043,South Atlantic
54045,South Atlantic
54047,South Atlantic
54049,South Atlantic
54051,South Atlantic
54053,South Atlantic
54055,South Atlantic
54057,South Atlantic
54059,South Atlantic
54061,South Atlantic
54063,South Atlantic
54065,South Atlantic
54067,South Atlantic
54069,South Atlantic
54071,South Atlantic
54073,South Atlantic
54075,South Atlantic
54077,South Atlantic
54079,South Atlantic
54081,South Atlantic
54083,South Atlantic
54085,South Atlantic
54087,South Atlantic
54089,South Atlantic
54091,South Atlantic
54093,South Atlantic
54095,South Atlantic
54097,South Atlantic
54099,East North Central
54101,East North Central
54103,East North Central
54105,East North Central
54107,East North Central
54109,East North Central
55001,East North Central
55003,East North Central
55005,East North Central
55007,East North Central
55009,East North Central
55011,East North Central
55013,East North Central
55015,East North Central
55017,East North Central
55019,East North Central
55021,East North Central
55023,East North Central
55025,East North Central
55027,East North Central
55029,East North Central
55031,East North Central
55033,East North Central
55035,East North Central
55037,East North Central
55039,East North Central
55041,East North Central
55043,East North Central
55045,East North Central
55047,East North Central
55049,East North Central
55051,East North Central
55053,East North Central
55055,East North Central
55057,East North Central
55059,East North Central
55061,East North Central
55063,East North Central
55065,East North Central
55067,East North Central
55069,East North Central
55071,East North Central
55073,East North Central
55075,East North Central
55077,East North Central
55078,East North Central
55079,East North Central
55081,East North Central
55083,East North Central
55085,East North Central
55087,East North Central
55089,East North Central
55091,East North Central
55093,East North Central
55095,East North Central
55097,East North Central
55099,East North Central
55101,East North Central
55103,East North Central
55105,East North Central
55107,East North Central
55109,East North Central
55111,East North Central
55113,East North Central
55115,East North Central
55117,East North Central
55119,East North Central
55121,East North Central
55123,East North Central
55125,East North Central
55127,East North Central
55129,East North Central
55131,Mountain
55133,Mountain
55135,Mountain
55137,Mountain
55139,Mountain
55141,Mountain
56001,Mountain
56003,Mountain
56005,Mountain
56007,Mountain
56009,Mountain
56011,Mountain
56013,Mountain
56015,Mountain
56017,Mountain
56019,Mountain
56021,Mountain
56023,Mountain
56025,Mountain
56027,Mountain
56029,Mountain
56031,Mountain
56033,Mountain
56035,Mountain
56037,Mountain
56039,Mountain
56041,Mountain
56043,Mountain
56045,Mountain
